,Y,Yhat,confidence
5029,550,631,0.2699
5030,551,551,0.9905
5031,551,551,0.9997
5032,551,419,0.3977
5033,551,551,1.0
5034,551,551,0.9958
5035,551,551,0.9427
5036,551,551,0.9613
5037,551,551,0.9189
5038,551,585,0.6464
5039,551,551,0.237
5040,552,552,0.9999
5041,552,570,0.7819
5042,552,552,0.9995
5043,552,840,0.3823
5044,552,552,0.4655
5045,552,552,0.4961
5046,552,552,0.9582
5047,552,552,0.9944
5048,552,552,0.974
5049,552,568,0.2799
5050,553,553,0.7201
5051,553,492,0.8802
5052,553,553,0.951
5053,553,519,0.1126
5054,553,886,0.2169
5055,553,553,0.9874
5056,553,553,0.9982
5057,553,553,0.9954
5058,553,799,0.5193
5059,553,526,0.8799
5060,554,554,0.9997
5061,554,554,0.9742
5062,554,554,0.9997
5063,554,555,0.9857
5064,554,554,0.9847
5065,554,554,0.9995
5066,554,554,0.999
5067,554,554,0.9825
5068,554,554,0.9894
5069,554,554,0.9999
5070,555,555,0.9953
5071,555,555,0.9457
5072,555,555,0.9992
5073,555,555,0.4549
5074,555,593,0.2649
5075,555,555,0.9952
5076,555,555,0.9962
5077,555,555,0.9877
5078,555,555,0.8638
5079,555,734,0.5591
5080,556,556,0.5021
5081,556,859,0.3617
5082,556,489,0.5369
5083,556,556,0.52
5084,556,556,0.718
5085,556,556,0.9912
5086,556,556,0.9909
5087,556,556,0.9929
5088,556,556,0.8715
5089,556,556,0.3062
5090,557,557,0.6685
5091,557,557,0.952
5092,557,557,0.9935
5093,557,497,0.7764
5094,557,843,0.509
5095,557,483,0.9396
5096,557,557,0.9996
5097,557,557,0.9984
5098,557,557,0.9998
5099,557,557,0.9984
5100,558,558,1.0
5101,558,432,0.3498
5102,558,819,0.8604
5103,558,558,0.9973
5104,558,558,0.761
5105,558,432,0.3723
5106,558,875,0.431
5107,558,699,0.9994
5108,558,439,0.4574
5109,558,558,0.5301
5110,559,559,0.9812
5111,559,523,0.8649
5112,559,559,0.9999
5113,559,559,0.4974
5114,559,559,0.278
5115,559,559,0.6377
5116,559,511,0.3305
5117,559,559,0.963
5118,559,559,0.6418
5119,559,644,0.5243
5120,56,489,0.9996
5121,56,54,0.4124
5122,56,62,0.2492
5123,56,76,0.4335
5124,56,54,0.4947
5125,56,65,0.4041
5126,56,701,0.0631
5127,56,56,0.9665
5128,56,56,0.9437
5129,56,60,0.546
5130,560,560,1.0
5131,560,560,0.9995
5132,560,560,0.9774
5133,560,560,0.8835
5134,560,560,0.9992
5135,560,981,0.3045
5136,560,560,0.9966
5137,560,560,0.9999
5138,560,560,0.9999
5139,560,560,1.0
5140,561,561,0.9553
5141,561,561,0.2919
5142,561,561,0.9986
5143,561,561,0.9967
5144,561,561,1.0
5145,561,561,0.589
5146,561,561,0.6043
5147,561,561,0.9399
5148,561,561,0.3956
5149,561,561,0.7067
5150,562,698,0.7326
5151,562,562,0.8198
5152,562,562,0.1704
5153,562,646,0.9869
5154,562,562,0.9996
5155,562,497,0.44
5156,562,562,0.9973
5157,562,562,0.4462
5158,562,698,0.9296
5159,562,833,0.148
5160,563,748,0.412
5161,563,418,0.9465
5162,563,563,0.9618
5163,563,563,0.9993
5164,563,563,0.9992
5165,563,563,0.9856
5166,563,563,0.9976
5167,563,563,0.9193
5168,563,446,0.5759
5169,563,744,0.2256
5170,564,564,0.3975
5171,564,516,0.5818
5172,564,564,0.5905
5173,564,564,0.7661
5174,564,564,0.9992
5175,564,564,0.9941
5176,564,564,0.9748
5177,564,564,0.737
5178,564,750,0.3753
5179,564,564,0.9547
5180,565,565,1.0
5181,565,565,0.6624
5182,565,565,0.9978
5183,565,565,0.9972
5184,565,565,0.9932
5185,565,547,0.492
5186,565,565,0.9999
5187,565,565,1.0
5188,565,565,0.9998
5189,565,705,0.6916
5190,566,776,0.2705
5191,566,566,0.9904
5192,566,401,0.8429
5193,566,836,0.3928
5194,566,875,0.8156
5195,566,513,0.8719
5196,566,875,0.9628
5197,566,787,0.877
5198,566,566,0.9779
5199,566,875,0.7254
5200,567,567,0.6856
5201,567,567,0.7089
5202,567,647,0.3934
5203,567,567,0.7296
5204,567,951,0.7723
5205,567,828,0.5117
5206,567,827,0.95
5207,567,617,0.6742
5208,567,909,0.956
5209,567,567,0.9991
5210,568,568,0.9808
5211,568,568,0.9999
5212,568,796,0.7562
5213,568,568,0.9999
5214,568,568,0.7107
5215,568,457,0.2471
5216,568,568,0.5489
5217,568,819,0.1857
5218,568,568,0.9999
5219,568,339,0.5542
5220,569,569,0.9707
5221,569,569,0.9914
5222,569,569,0.9996
5223,569,569,0.906
5224,569,654,0.2887
5225,569,569,0.769
5226,569,569,1.0
5227,569,874,0.9905
5228,569,569,0.88
5229,569,569,0.8818
5230,57,57,0.8667
5231,57,57,0.9587
5232,57,59,0.4115
5233,57,58,0.3304
5234,57,57,0.8221
5235,57,58,0.2487
5236,57,57,0.9643
5237,57,66,0.185
5238,57,57,0.8111
5239,57,58,0.7304
5240,570,570,0.5232
5241,570,921,0.3631
5242,570,570,0.9538
5243,570,570,0.956
5244,570,570,0.2536
5245,570,570,0.9992
5246,570,570,0.9307
5247,570,570,0.9835
5248,570,570,0.9938
5249,570,570,0.9996
5250,571,571,0.3898
5251,571,571,1.0
5252,571,571,1.0
5253,571,571,0.9842
5254,571,916,0.2108
5255,571,571,0.9997
5256,571,511,0.3247
5257,571,571,0.9984
5258,571,877,0.3833
5259,571,571,0.9999
5260,572,910,0.683
5261,572,572,0.351
5262,572,572,0.9878
5263,572,572,0.9941
5264,572,572,0.9065
5265,572,572,0.9981
5266,572,966,0.711
5267,572,572,0.5962
5268,572,966,0.9897
5269,572,572,0.9643
5270,573,573,0.9942
5271,573,573,0.9886
5272,573,573,0.9782
5273,573,573,0.9991
5274,573,573,0.9907
5275,573,573,0.9777
5276,573,819,0.3812
5277,573,517,0.4699
5278,573,573,0.9998
5279,573,573,0.7576
5280,574,574,0.9995
5281,574,835,0.3194
5282,574,574,0.9997
5283,574,574,0.9988
5284,574,574,0.8943
5285,574,574,0.521
5286,574,574,0.9164
5287,574,818,0.4149
5288,574,574,0.9987
5289,574,574,0.4949
5290,575,575,0.8364
5291,575,575,0.9992
5292,575,575,0.1337
5293,575,575,1.0
5294,575,575,0.9999
5295,575,575,1.0
5296,575,575,0.9395
5297,575,575,0.7057
5298,575,866,0.2733
5299,575,575,0.9999
5300,576,576,0.9984
5301,576,576,0.9996
5302,576,576,0.9927
5303,576,576,0.9999
5304,576,576,0.9981
5305,576,576,1.0
5306,576,576,0.8989
5307,576,576,0.9895
5308,576,576,0.3472
5309,576,576,0.9999
5310,577,577,0.9678
5311,577,822,0.9706
5312,577,577,0.574
5313,577,577,0.6995
5314,577,494,0.4245
5315,577,406,0.4071
5316,577,788,0.1228
5317,577,577,0.5915
5318,577,577,0.9913
5319,577,645,0.3049
5320,578,578,0.6726
5321,578,421,0.5182
5322,578,689,0.4034
5323,578,601,0.2681
5324,578,578,0.8246
5325,578,578,0.8273
5326,578,982,0.5191
5327,578,982,0.4226
5328,578,578,0.7289
5329,578,601,0.8291
5330,579,579,0.9588
5331,579,579,0.9994
5332,579,579,0.7384
5333,579,579,0.4073
5334,579,579,0.9999
5335,579,579,0.9969
5336,579,579,0.8363
5337,579,579,0.9608
5338,579,579,0.9995
5339,579,579,0.7607
5340,58,310,0.3954
5341,58,58,0.8884
5342,58,395,0.978
5343,58,69,0.3886
5344,58,134,0.4517
5345,58,20,0.6315
5346,58,395,0.333
5347,58,27,0.446
5348,58,62,0.2081
5349,58,58,0.6781
5350,580,580,1.0
5351,580,580,1.0
5352,580,580,0.9989
5353,580,580,0.3391
5354,580,853,0.8995
5355,580,449,0.4443
5356,580,580,0.9685
5357,580,580,0.9892
5358,580,580,0.9998
5359,580,580,0.9998
5360,581,511,0.7258
5361,581,581,0.5139
5362,581,581,0.998
5363,581,511,0.2531
5364,581,581,0.9614
5365,581,581,0.47
5366,581,609,0.868
5367,581,511,0.9865
5368,581,468,0.9633
5369,581,817,0.4257
5370,582,624,0.5881
5371,582,467,0.1482
5372,582,415,0.5752
5373,582,800,0.2976
5374,582,645,0.2627
5375,582,582,0.3027
5376,582,760,0.5124
5377,582,790,0.2614
5378,582,788,0.9904
5379,582,738,0.6462
5380,583,583,1.0
5381,583,583,1.0
5382,583,583,0.9988
5383,583,583,0.999
5384,583,406,0.7194
5385,583,498,0.839
5386,583,583,1.0
5387,583,583,0.7799
5388,583,385,0.438
5389,583,583,1.0
5390,584,452,0.1386
5391,584,584,0.922
5392,584,457,0.9956
5393,584,903,0.8995
5394,584,824,0.1282
5395,584,584,0.9239
5396,584,816,0.2957
5397,584,591,0.2407
5398,584,929,0.8948
5399,584,584,0.9586
5400,585,903,0.3103
5401,585,868,0.3034
5402,585,631,0.6832
5403,585,585,0.9042
5404,585,585,0.589
5405,585,882,0.7985
5406,585,424,0.6878
5407,585,631,0.5924
5408,585,585,0.9998
5409,585,744,0.3937
5410,586,586,0.9997
5411,586,586,1.0
5412,586,586,0.9999
5413,586,586,0.9998
5414,586,586,1.0
5415,586,586,0.4978
5416,586,586,1.0
5417,586,586,0.9997
5418,586,595,0.6906
5419,586,586,0.9925
5420,587,587,0.3699
5421,587,784,0.6652
5422,587,638,0.3489
5423,587,587,0.9918
5424,587,708,0.8352
5425,587,710,0.8005
5426,587,570,0.125
5427,587,512,0.6459
5428,587,677,0.1504
5429,587,819,0.0903
5430,588,790,0.9979
5431,588,588,0.9045
5432,588,588,0.9971
5433,588,588,0.9909
5434,588,588,0.858
5435,588,588,0.9747
5436,588,868,0.5286
5437,588,588,0.757
5438,588,588,0.9546
5439,588,588,0.968
5440,589,413,0.3828
5441,589,589,0.9982
5442,589,589,0.9311
5443,589,831,0.3715
5444,589,589,0.9957
5445,589,589,0.9423
5446,589,684,0.654
5447,589,589,0.7981
5448,589,740,0.8997
5449,589,589,0.9967
5450,59,59,0.873
5451,59,59,0.9296
5452,59,59,0.8879
5453,59,59,0.9393
5454,59,703,0.0761
5455,59,59,0.6101
5456,59,59,0.449
5457,59,59,0.5429
5458,59,59,0.586
5459,59,488,0.2163
5460,590,487,0.8713
5461,590,761,0.5207
5462,590,761,0.4184
5463,590,409,0.3014
5464,590,487,0.7446
5465,590,487,0.7391
5466,590,487,0.4557
5467,590,681,0.772
5468,590,605,0.4256
5469,590,851,0.0984
5470,591,591,0.9787
5471,591,591,0.6334
5472,591,591,0.9995
5473,591,591,0.992
5474,591,701,0.4163
5475,591,556,0.5845
5476,591,591,0.8868
5477,591,765,0.5343
5478,591,591,0.9999
5479,591,591,0.9996
5480,592,592,1.0
5481,592,592,0.9977
5482,592,692,0.8167
5483,592,662,0.2134
5484,592,592,0.9893
5485,592,592,0.5889
5486,592,592,0.9891
5487,592,473,0.3263
5488,592,633,0.8675
5489,592,592,1.0
5490,593,879,0.9881
5491,593,593,0.9998
5492,593,593,1.0
5493,593,593,0.2691
5494,593,593,0.9996
5495,593,819,0.4104
5496,593,593,0.9976
5497,593,819,0.5048
5498,593,593,0.3763
5499,593,650,0.3644
5500,594,594,1.0
5501,594,594,1.0
5502,594,594,1.0
5503,594,456,0.2373
5504,594,594,1.0
5505,594,594,1.0
5506,594,889,0.4394
5507,594,594,1.0
5508,594,594,1.0
5509,594,594,0.8674
5510,595,595,0.9785
5511,595,595,0.891
5512,595,595,0.9692
5513,595,595,0.9898
5514,595,595,0.5889
5515,595,595,0.923
5516,595,984,0.7518
5517,595,595,0.8736
5518,595,595,0.9905
5519,595,595,0.8869
5520,596,710,0.3428
5521,596,634,0.304
5522,596,666,0.6193
5523,596,596,0.5842
5524,596,587,0.3366
5525,596,596,0.2579
5526,596,587,0.8817
5527,596,596,0.4077
5528,596,596,0.6924
5529,596,596,0.9999
5530,597,597,0.9927
5531,597,464,0.8906
5532,597,777,0.1206
5533,597,597,0.988
5534,597,597,0.9982
5535,597,514,0.9203
5536,597,597,0.3344
5537,597,695,0.3298
5538,597,461,0.2403
5539,597,777,0.9658
5540,598,664,0.3561
5541,598,598,0.9963
5542,598,851,0.5162
5543,598,598,0.6771
5544,598,624,0.8853
5545,598,598,0.7956
5546,598,851,0.865
5547,598,598,0.9957
5548,598,598,0.9119
5549,598,598,0.9517
5550,599,421,0.5349
5551,599,599,0.9082
5552,599,599,0.9991
5553,599,599,0.9889
5554,599,855,0.4199
5555,599,599,0.3937
5556,599,599,0.5461
5557,599,410,0.6111
5558,599,599,0.99
5559,599,599,0.8538
5560,6,6,0.9305
5561,6,6,0.7644
5562,6,973,0.3575
5563,6,6,0.5287
5564,6,6,0.9659
5565,6,6,0.9637
5566,6,6,0.7534
5567,6,5,0.4971
5568,6,6,0.4786
5569,6,6,0.9159
5570,60,53,0.2759
5571,60,891,0.1805
5572,60,60,0.8317
5573,60,54,0.8649
5574,60,60,0.9365
5575,60,60,0.9585
5576,60,67,0.4218
5577,60,58,0.4026
5578,60,38,0.4827
5579,60,66,0.4691
5580,600,488,0.8431
5581,600,830,0.1727
5582,600,600,0.9998
5583,600,845,0.1682
5584,600,772,0.6855
5585,600,865,0.6491
5586,600,464,0.465
5587,600,519,0.2884
5588,600,648,0.2823
5589,600,473,0.5228
5590,601,601,0.9261
5591,601,797,0.9723
5592,601,601,0.5313
5593,601,601,0.5281
5594,601,822,0.1704
5595,601,601,0.561
5596,601,601,0.2141
5597,601,562,0.4789
5598,601,601,0.9851
5599,601,601,0.944
5600,602,716,0.1265
5601,602,602,0.5133
5602,602,602,0.6065
5603,602,602,0.5517
5604,602,602,0.9418
5605,602,602,0.7712
5606,602,602,0.5431
5607,602,602,0.596
5608,602,602,0.7729
5609,602,602,0.3604
5610,603,444,0.3358
5611,603,603,0.9885
5612,603,603,0.9925
5613,603,728,0.4772
5614,603,603,0.9955
5615,603,730,0.3102
5616,603,603,0.7314
5617,603,603,0.9884
5618,603,603,0.9936
5619,603,603,0.9978
5620,604,604,1.0
5621,604,604,0.9998
5622,604,604,1.0
5623,604,604,1.0
5624,604,604,1.0
5625,604,604,0.9991
5626,604,604,1.0
5627,604,604,1.0
5628,604,604,0.9998
5629,604,604,0.999
5630,605,624,0.4042
5631,605,605,0.9997
5632,605,749,0.2288
5633,605,605,0.7526
5634,605,605,0.9943
5635,605,605,0.8702
5636,605,481,0.2951
5637,605,605,0.859
5638,605,673,0.4137
5639,605,605,0.3514
5640,606,606,0.6626
5641,606,606,0.9891
5642,606,710,0.284
5643,606,606,1.0
5644,606,606,1.0
5645,606,606,0.983
5646,606,606,0.9999
5647,606,549,0.5033
5648,606,606,0.6003
5649,606,606,1.0
5650,607,607,0.9998
5651,607,800,0.4344
5652,607,866,0.3557
5653,607,607,1.0
5654,607,607,0.9998
5655,607,607,0.9996
5656,607,607,0.9997
5657,607,607,0.9996
5658,607,607,1.0
5659,607,607,0.8986
5660,608,448,0.1619
5661,608,569,0.4621
5662,608,785,0.9625
5663,608,608,0.8254
5664,608,763,0.1186
5665,608,707,0.1754
5666,608,608,0.859
5667,608,608,0.9872
5668,608,608,0.9993
5669,608,608,0.69
5670,609,609,0.9999
5671,609,717,0.9936
5672,609,609,0.7734
5673,609,919,0.5241
5674,609,609,0.9683
5675,609,581,0.6028
5676,609,660,0.1711
5677,609,609,0.9992
5678,609,609,0.9656
5679,609,864,0.6054
5680,61,61,0.9221
5681,61,61,0.4049
5682,61,61,0.999
5683,61,61,0.9971
5684,61,62,0.7379
5685,61,61,0.9293
5686,61,61,0.9844
5687,61,61,0.9655
5688,61,61,0.988
5689,61,60,0.3509
5690,610,610,0.9328
5691,610,414,0.2417
5692,610,841,0.3494
5693,610,610,0.9625
5694,610,703,0.4372
5695,610,772,0.2453
5696,610,610,0.7113
5697,610,610,0.9721
5698,610,610,0.993
5699,610,743,0.4527
5700,611,611,0.9988
5701,611,556,0.4875
5702,611,686,0.2734
5703,611,611,1.0
5704,611,865,0.6056
5705,611,646,0.9393
5706,611,611,1.0
5707,611,611,0.9999
5708,611,611,0.489
5709,611,551,0.343
5710,612,612,0.8712
5711,612,603,0.7848
5712,612,612,0.9835
5713,612,612,1.0
5714,612,612,0.9955
5715,612,612,0.9996
5716,612,612,0.9929
5717,612,612,0.9992
5718,612,612,0.7395
5719,612,612,0.9452
5720,613,613,0.9998
5721,613,673,0.8013
5722,613,613,0.999
5723,613,440,0.4969
5724,613,613,0.514
5725,613,613,0.4952
5726,613,613,0.9995
5727,613,613,0.9557
5728,613,613,1.0
5729,613,613,0.4955
5730,614,614,0.866
5731,614,614,0.855
5732,614,614,0.957
5733,614,697,0.5893
5734,614,614,0.9986
5735,614,799,0.4788
5736,614,614,1.0
5737,614,612,0.4455
5738,614,614,0.7265
5739,614,614,0.6154
5740,615,615,0.8934
5741,615,615,0.9749
5742,615,615,0.9123
5743,615,671,0.9918
5744,615,630,0.401
5745,615,615,0.4716
5746,615,615,0.9335
5747,615,615,0.5797
5748,615,770,0.2763
5749,615,615,1.0
5750,616,911,0.7039
5751,616,488,0.665
5752,616,834,0.8454
5753,616,616,0.9638
5754,616,616,0.6962
5755,616,616,0.9342
5756,616,488,0.5231
5757,616,616,0.9998
5758,616,650,0.2976
5759,616,616,0.945
5760,617,424,0.8424
5761,617,424,0.562
5762,617,617,0.9851
5763,617,617,0.2184
5764,617,617,0.9954
5765,617,624,0.4345
5766,617,528,0.3449
5767,617,617,0.457
5768,617,617,0.8521
5769,617,617,1.0
5770,618,422,0.1677
5771,618,827,0.2181
5772,618,618,0.6893
5773,618,618,0.2366
5774,618,916,0.4625
5775,618,415,0.2343
5776,618,967,0.4583
5777,618,618,0.4327
5778,618,618,0.8443
5779,618,618,0.5109
5780,619,619,0.8524
5781,619,846,0.5895
5782,619,556,0.6811
5783,619,786,0.1908
5784,619,726,0.6579
5785,619,556,0.6135
5786,619,619,0.9397
5787,619,619,0.8631
5788,619,846,0.9872
5789,619,619,0.8093
5790,62,60,0.5787
5791,62,62,0.8326
5792,62,51,0.411
5793,62,64,0.2376
5794,62,62,0.9688
5795,62,62,0.9928
5796,62,133,0.3844
5797,62,62,0.6611
5798,62,62,0.4804
5799,62,62,0.9198
5800,620,681,0.5369
5801,620,620,0.4035
5802,620,681,0.4265
5803,620,664,0.4
5804,620,681,0.8085
5805,620,620,0.824
5806,620,681,0.4101
5807,620,620,0.4655
5808,620,681,0.4169
5809,620,789,0.8709
5810,621,621,0.9989
5811,621,621,0.7523
5812,621,621,0.8022
5813,621,621,0.9056
5814,621,621,0.9998
5815,621,621,0.6045
5816,621,621,0.619
5817,621,880,0.0805
5818,621,621,0.6836
5819,621,621,0.6893
5820,622,622,0.3033
5821,622,622,0.9679
5822,622,622,1.0
5823,622,633,0.4772
5824,622,759,0.7187
5825,622,622,0.269
5826,622,622,1.0
5827,622,633,0.4273
5828,622,754,0.2614
5829,622,759,0.9768
5830,623,623,0.5
5831,623,626,0.2701
5832,623,777,0.6196
5833,623,767,0.6076
5834,623,777,0.6856
5835,623,777,0.9853
5836,623,904,0.3195
5837,623,623,0.6527
5838,623,777,0.5929
5839,623,777,0.9903
5840,624,624,0.2511
5841,624,624,0.4235
5842,624,624,0.9689
5843,624,454,0.6876
5844,624,624,0.8281
5845,624,624,0.9441
5846,624,624,0.95
5847,624,624,0.8374
5848,624,624,0.7906
5849,624,860,0.9539
5850,625,625,0.9982
5851,625,625,0.7385
5852,625,625,0.9988
5853,625,625,0.989
5854,625,625,0.6085
5855,625,625,0.9866
5856,625,625,1.0
5857,625,625,0.9399
5858,625,625,0.3064
5859,625,625,0.9837
5860,626,711,0.5964
5861,626,626,1.0
5862,626,626,0.8551
5863,626,674,0.8703
5864,626,512,0.1292
5865,626,629,0.8887
5866,626,626,0.9967
5867,626,759,0.4217
5868,626,644,0.5819
5869,626,626,0.9984
5870,627,627,0.9996
5871,627,627,1.0
5872,627,627,0.9999
5873,627,717,0.3671
5874,627,627,0.745
5875,627,627,0.9995
5876,627,654,0.7277
5877,627,627,0.8531
5878,627,627,1.0
5879,627,834,0.1139
5880,628,628,0.9958
5881,628,628,0.9988
5882,628,628,0.9647
5883,628,628,0.9707
5884,628,628,0.9923
5885,628,628,0.2542
5886,628,628,0.9735
5887,628,421,0.1496
5888,628,628,0.9897
5889,628,403,0.898
5890,629,631,0.7181
5891,629,629,0.997
5892,629,629,0.9565
5893,629,551,0.7337
5894,629,629,0.5797
5895,629,711,0.852
5896,629,629,0.7736
5897,629,629,0.9814
5898,629,629,0.9967
5899,629,629,0.9976
5900,63,63,0.9999
5901,63,63,0.9972
5902,63,63,0.9724
5903,63,63,0.9995
5904,63,63,1.0
5905,63,63,0.9927
5906,63,63,0.7508
5907,63,63,0.9966
5908,63,63,0.6773
5909,63,63,0.9783
5910,630,655,0.15
5911,630,630,0.7464
5912,630,930,0.9952
5913,630,630,0.9989
5914,630,630,0.6759
5915,630,770,0.6689
5916,630,630,0.7056
5917,630,774,0.2166
5918,630,788,0.8231
5919,630,774,0.8351
5920,631,631,0.6424
5921,631,631,0.6648
5922,631,664,0.2638
5923,631,631,0.8411
5924,631,711,0.9587
5925,631,712,0.197
5926,631,631,0.4258
5927,631,631,0.1209
5928,631,631,0.8271
5929,631,631,0.9366
5930,632,632,0.9976
5931,632,811,0.5115
5932,632,528,0.3403
5933,632,485,0.137
5934,632,632,0.9494
5935,632,632,0.8999
5936,632,592,0.3898
5937,632,632,0.9938
5938,632,632,0.944
5939,632,846,0.4728
5940,633,633,1.0
5941,633,836,0.5577
5942,633,633,0.9422
5943,633,783,0.3855
5944,633,837,0.4902
5945,633,633,0.9803
5946,633,633,0.9996
5947,633,686,0.6547
5948,633,836,0.1058
5949,633,600,0.8581
5950,634,634,0.9237
5951,634,634,0.98
5952,634,634,0.9069
5953,634,634,0.9625
5954,634,634,0.9038
5955,634,825,0.4388
5956,634,634,0.9998
5957,634,825,0.9849
5958,634,634,0.9721
5959,634,634,0.9994
5960,635,635,0.9792
5961,635,635,0.3878
5962,635,650,0.2725
5963,635,409,0.171
5964,635,826,0.4945
5965,635,426,0.2625
5966,635,826,0.6876
5967,635,635,0.7063
5968,635,826,0.5485
5969,635,455,0.1915
5970,636,636,0.7547
5971,636,893,0.5112
5972,636,748,0.3224
5973,636,414,0.7803
5974,636,636,0.922
5975,636,464,0.1903
5976,636,636,0.1259
5977,636,636,0.9497
5978,636,434,0.1356
5979,636,636,0.9776
5980,637,637,0.9982
5981,637,637,0.9994
5982,637,637,0.974
5983,637,637,0.4121
5984,637,863,0.8186
5985,637,637,0.9997
5986,637,637,0.4605
5987,637,637,0.4597
5988,637,857,0.3271
5989,637,637,0.998
5990,638,795,0.7489
5991,638,433,0.4486
5992,638,872,0.8674
5993,638,638,0.5882
5994,638,638,0.5226
5995,638,529,0.208
5996,638,445,0.9034
5997,638,655,0.4132
5998,638,639,0.6648
5999,638,801,0.192
6000,639,639,0.6306
6001,639,639,0.5009
6002,639,693,0.4892
6003,639,639,0.7558
6004,639,639,0.7863
6005,639,638,0.6023
6006,639,445,0.7472
6007,639,638,0.3977
6008,639,638,0.6833
6009,639,639,0.548
6010,64,64,0.9552
6011,64,64,0.9648
6012,64,64,0.9963
6013,64,912,0.1213
6014,64,64,0.9767
6015,64,989,0.1475
6016,64,64,0.9695
6017,64,64,0.9518
6018,64,64,0.9428
6019,64,63,0.4525
6020,640,640,0.9926
6021,640,640,0.9998
6022,640,640,0.9954
6023,640,640,0.9996
6024,640,640,1.0
6025,640,640,0.9893
6026,640,458,0.7661
6027,640,640,0.9013
6028,640,539,0.9922
6029,640,640,0.9997
6030,641,641,0.9964
6031,641,641,0.9991
6032,641,641,0.9958
6033,641,641,0.4423
6034,641,641,0.5134
6035,641,947,0.287
6036,641,819,0.4297
6037,641,808,0.4758
6038,641,641,1.0
6039,641,641,1.0
6040,642,559,0.6725
6041,642,492,0.5944
6042,642,398,0.4685
6043,642,642,1.0
6044,642,642,0.9998
6045,642,642,0.989
6046,642,642,0.9977
6047,642,642,0.9999
6048,642,634,0.3127
6049,642,642,0.5985
6050,643,643,0.9967
6051,643,459,0.3606
6052,643,523,0.2532
6053,643,552,0.6449
6054,643,615,0.2772
6055,643,691,0.9286
6056,643,819,0.4541
6057,643,695,0.3723
6058,643,643,0.553
6059,643,643,0.9989
6060,644,818,0.2564
6061,644,644,0.9992
6062,644,644,0.9243
6063,644,731,0.1814
6064,644,644,0.9995
6065,644,644,0.9827
6066,644,644,1.0
6067,644,644,0.9998
6068,644,644,0.9973
6069,644,753,0.8281
6070,645,645,0.9402
6071,645,645,0.9995
6072,645,645,0.59
6073,645,879,0.9883
6074,645,645,1.0
6075,645,645,0.9789
6076,645,645,0.9999
6077,645,645,0.3568
6078,645,645,0.9953
6079,645,645,0.9935
6080,646,646,0.9994
6081,646,646,0.9716
6082,646,677,0.3
6083,646,646,1.0
6084,646,646,0.9995
6085,646,646,1.0
6086,646,646,0.995
6087,646,646,1.0
6088,646,646,0.9944
6089,646,646,0.9932
6090,647,647,0.9978
6091,647,827,0.3562
6092,647,987,0.186
6093,647,647,1.0
6094,647,647,0.9847
6095,647,647,0.953
6096,647,647,0.9999
6097,647,647,0.9995
6098,647,647,0.9927
6099,647,647,0.9328
6100,648,648,0.9957
6101,648,648,0.9981
6102,648,633,0.9918
6103,648,648,0.9995
6104,648,794,0.4939
6105,648,648,0.7003
6106,648,648,0.5199
6107,648,896,0.72
6108,648,720,0.1687
6109,648,799,0.6555
6110,649,980,0.2859
6111,649,649,0.9954
6112,649,649,0.9945
6113,649,649,0.9998
6114,649,649,1.0
6115,649,649,0.995
6116,649,649,0.9997
6117,649,972,0.5661
6118,649,649,1.0
6119,649,649,0.998
6120,65,65,0.9995
6121,65,65,0.9987
6122,65,65,0.9698
6123,65,65,0.9974
6124,65,65,0.9291
6125,65,65,0.9988
6126,65,65,0.9954
6127,65,65,0.9981
6128,65,65,0.9249
6129,65,65,0.9986
6130,650,402,0.829
6131,650,424,0.7404
6132,650,819,0.5789
6133,650,546,0.473
6134,650,819,0.4677
6135,650,919,0.749
6136,650,650,0.6159
6137,650,447,0.5309
6138,650,819,0.3088
6139,650,650,0.466
6140,651,651,0.3181
6141,651,651,0.8992
6142,651,534,0.1935
6143,651,651,0.9111
6144,651,877,0.1695
6145,651,651,1.0
6146,651,651,0.4094
6147,651,651,0.9914
6148,651,480,0.8565
6149,651,651,0.9176
6150,652,413,0.4566
6151,652,586,0.9675
6152,652,652,0.34
6153,652,652,0.8895
6154,652,715,0.8425
6155,652,439,0.6123
6156,652,652,0.9958
6157,652,652,0.9826
6158,652,652,0.8826
6159,652,834,0.311
6160,653,923,0.9257
6161,653,653,1.0
6162,653,653,1.0
6163,653,653,0.9814
6164,653,829,0.5584
6165,653,653,0.9983
6166,653,738,0.2113
6167,653,856,0.2179
6168,653,653,0.9999
6169,653,653,0.8901
6170,654,654,0.9844
6171,654,654,0.9954
6172,654,654,0.9058
6173,654,874,0.6651
6174,654,675,0.6776
6175,654,654,0.6166
6176,654,874,0.6737
6177,654,654,0.981
6178,654,654,0.406
6179,654,654,0.8133
6180,655,655,0.8688
6181,655,655,0.458
6182,655,655,0.641
6183,655,655,0.7962
6184,655,459,0.7583
6185,655,895,0.9782
6186,655,568,0.5259
6187,655,655,0.9134
6188,655,843,0.214
6189,655,638,0.8088
6190,656,497,0.77
6191,656,654,0.7464
6192,656,654,0.5751
6193,656,656,0.9978
6194,656,734,0.9935
6195,656,656,0.4912
6196,656,916,0.4598
6197,656,656,0.886
6198,656,656,0.4293
6199,656,479,0.3383
6200,657,456,0.1497
6201,657,657,0.5415
6202,657,744,0.5697
6203,657,536,0.2676
6204,657,895,0.6007
6205,657,895,0.2962
6206,657,657,0.4774
6207,657,895,0.7778
6208,657,657,0.6006
6209,657,657,0.7296
6210,658,658,0.9999
